ChassisSim Rig Replay Log
R LS Bump 10K N/m/s
Heave
Time (s)	heave inp (mm)	heave (mm)	pitch (deg)	roll (deg)	Damp FL (mm)	Damp FR (mm)	Damp RL (mm)	Damp RR (mm)	Hub disp FL (mm)	Hub disp FR (mm)	Hub disp RL (mm)	Hub disp RR (mm)	Delta TL FL (kg)	Delta TL FR (kg)	Delta TL RL (kg)	Delta TL RR (kg)
2.240000	0.287236	20.746825	-0.116586	-0.000000	12.045707	12.045707	7.419375	7.419375	10.227481	10.227481	9.918246	9.918246	309.415459	309.415459	364.305631	364.305631
2.260000	-2.838201	27.509211	-0.132917	-0.000000	19.360286	19.360286	12.783785	12.783785	9.348674	9.348674	10.422744	10.422744	379.935173	379.935173	504.040363	504.040363
2.280000	-5.109546	27.851492	-0.197598	0.000000	22.918470	22.918470	14.451205	14.451205	7.483711	7.483711	7.607988	7.607988	393.102528	393.102528	485.351532	485.351532
2.300000	-5.839876	21.845609	-0.263432	0.000000	22.042542	22.042542	12.115267	12.115267	4.243818	4.243818	2.873525	2.873525	315.697944	315.697944	333.484591	333.484591
2.320000	-4.795006	11.108775	-0.242595	-0.000000	15.774393	15.774393	6.755557	6.755557	0.021140	0.021140	-1.436336	-1.436336	152.068185	152.068185	129.797753	129.797753
2.340000	-2.281542	-1.660495	-0.123385	0.000000	5.293694	5.293694	0.358239	0.358239	-4.141893	-4.141893	-4.563481	-4.563481	-56.111803	-56.111803	-85.171609	-85.171609
2.360000	0.929903	-13.380403	0.030461	-0.000000	-6.440782	-6.440782	-5.748572	-5.748572	-6.821052	-6.821052	-6.251750	-6.251750	-240.398605	-240.398605	-271.979288	-271.979288
2.380000	3.832148	-21.344931	0.150492	0.000000	-15.960416	-15.960416	-10.365337	-10.365337	-7.383176	-7.383176	-6.576847	-6.576847	-349.236739	-349.236739	-395.299166	-395.299166
2.400000	5.495683	-23.883504	0.214176	-0.000000	-21.009459	-21.009459	-12.323141	-12.323141	-6.055786	-6.055786	-5.531316	-5.531316	-360.316543	-360.316543	-419.635261	-419.635261
2.420000	5.372614	-20.750225	0.223820	-0.000000	-20.398998	-20.398998	-11.546213	-11.546213	-3.937880	-3.937880	-3.218807	-3.218807	-291.061136	-291.061136	-327.620862	-327.620862
2.440000	3.489428	-13.130658	0.184701	-0.000000	-15.034810	-15.034810	-7.610861	-7.610861	-1.341172	-1.341172	-0.843338	-0.843338	-151.563423	-151.563423	-165.861038	-165.861038
2.460000	0.457456	-3.251245	0.105250	-0.000000	-6.357485	-6.357485	-2.126344	-2.126344	0.920263	0.920263	1.244041	1.244041	13.411812	13.411812	28.793677	28.793677
2.480000	-2.713392	6.269641	0.003173	-0.000000	3.158857	3.158857	3.356772	3.356772	2.520979	2.520979	2.522456	2.522456	162.295872	162.295872	198.237041	198.237041
2.500000	-4.945582	13.124844	-0.097064	0.000000	11.002069	11.002069	7.301911	7.301911	3.308197	3.308197	2.905413	2.905413	256.676313	256.676313	298.000872	298.000872
2.520000	-5.463427	15.926544	-0.166171	-0.000000	15.176542	15.176542	8.801575	8.801575	3.337948	3.337948	2.617044	2.617044	274.064401	274.064401	307.124704	307.124704
2.540000	-4.073770	14.535611	-0.179758	0.000000	14.874941	14.874941	7.934508	7.934508	2.710559	2.710559	1.947068	1.947068	211.530387	211.530387	228.764463	228.764463
2.560000	-1.253065	9.953190	-0.139685	0.000000	10.475450	10.475450	4.838671	4.838671	2.035520	2.035520	1.677574	1.677574	102.681386	102.681386	111.445908	111.445908
2.580000	2.001590	3.883256	-0.069709	-0.000000	3.896013	3.896013	0.940891	0.940891	1.480257	1.480257	1.427174	1.427174	-15.969061	-15.969061	-21.654363	-21.654363
2.600000	4.516850	-1.845821	0.005100	0.000000	-2.618860	-2.618860	-2.603968	-2.603968	1.031516	1.031516	1.206455	1.206455	-108.231564	-108.231564	-125.487224	-125.487224
2.620000	5.367396	-5.823564	0.065988	-0.000000	-7.164363	-7.164363	-4.719899	-4.719899	0.480449	0.480449	0.840444	0.840444	-151.771566	-151.771566	-171.544338	-171.544338
2.640000	4.226716	-7.434458	0.098484	0.000000	-8.695191	-8.695191	-4.978499	-4.978499	-0.326835	-0.326835	0.177707	0.177707	-141.281166	-141.281166	-153.290223	-153.290223
2.660000	1.508200	-6.948859	0.092089	-0.000000	-7.325286	-7.325286	-3.852556	-3.852556	-1.241745	-1.241745	-0.747231	-0.747231	-85.100210	-85.100210	-84.841074	-84.841074
2.680000	-1.768866	-5.251989	0.052957	-0.000000	-3.893690	-3.893690	-1.722264	-1.722264	-2.364203	-2.364203	-2.251210	-2.251210	-18.033710	-18.033710	-17.486833	-17.486833
2.700000	-4.351991	-3.375775	0.003697	-0.000000	-0.232284	-0.232284	0.122737	0.122737	-3.268651	-3.268651	-3.458900	-3.458900	34.037580	34.037580	34.431901	34.431901
2.720000	-5.234738	-2.059471	-0.031960	-0.000000	2.111701	2.111701	1.100030	1.100030	-3.600141	-3.600141	-3.968458	-3.968458	50.838944	50.838944	48.143889	48.143889
2.740000	-4.059462	-1.484815	-0.039568	0.000000	2.413323	2.413323	1.072740	1.072740	-3.128769	-3.128769	-3.503984	-3.503984	28.527398	28.527398	20.383234	20.383234
